,Symptom,Disease
1348,"insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1349,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1350,"anxiety and nervousness ,depressive or psychotic symptoms ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1351,"anxiety and nervousness ,depression ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1352,"insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1353,"anxiety and nervousness ,insomnia ,loss of sex drive ",dysthymic disorder
1354,"depression ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1355,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1356,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1357,"insomnia ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1358,"depression ,excessive anger ,temper problems ",dysthymic disorder
1359,"depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1360,"depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1361,"anxiety and nervousness ,depression ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1362,"depression ,insomnia ",dysthymic disorder
1363,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,loss of sex drive ",dysthymic disorder
1364,"depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1365,"anxiety and nervousness ,insomnia ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1366,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ",dysthymic disorder
1367,"depression ,excessive anger ,slurring words ,disturbance of memory ,temper problems ",dysthymic disorder
1368,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1369,"insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1370,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1371,"depression ,insomnia ,excessive anger ,disturbance of memory ,temper problems ",dysthymic disorder
1372,"depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ",dysthymic disorder
1373,"depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,temper problems ",dysthymic disorder
1374,"depression ,insomnia ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1375,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1376,"anxiety and nervousness ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1377,"anxiety and nervousness ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ",dysthymic disorder
1378,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1379,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1380,"depressive or psychotic symptoms ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1381,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,temper problems ",dysthymic disorder
1382,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1383,"anxiety and nervousness ,insomnia ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1384,"depression ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1385,"depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,temper problems ",dysthymic disorder
1386,"depression ,temper problems ,loss of sex drive ",dysthymic disorder
1387,"anxiety and nervousness ,depressive or psychotic symptoms ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1388,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1389,"anxiety and nervousness ,depression ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1390,"depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1391,"anxiety and nervousness ,depression ,insomnia ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1392,"anxiety and nervousness ,slurring words ,disturbance of memory ",dysthymic disorder
1393,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1394,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,slurring words ,loss of sex drive ",dysthymic disorder
1395,"depression ,insomnia ,temper problems ",dysthymic disorder
1396,"anxiety and nervousness ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1397,"anxiety and nervousness ,depression ,excessive anger ,loss of sex drive ",dysthymic disorder
1398,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ",dysthymic disorder
1399,"anxiety and nervousness ,depression ,insomnia ,temper problems ,loss of sex drive ",dysthymic disorder
1400,"depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1401,"insomnia ,slurring words ,loss of sex drive ",dysthymic disorder
1402,"anxiety and nervousness ,depressive or psychotic symptoms ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1403,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ",dysthymic disorder
1404,"depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1405,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1406,"depression ,insomnia ,excessive anger ,disturbance of memory ,temper problems ",dysthymic disorder
1407,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1408,"depressive or psychotic symptoms ,slurring words ",dysthymic disorder
1409,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1410,"depression ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1411,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ",dysthymic disorder
1412,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1413,"depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1414,"depression ,depressive or psychotic symptoms ,insomnia ,temper problems ",dysthymic disorder
1415,"anxiety and nervousness ,depression ,excessive anger ,loss of sex drive ",dysthymic disorder
1416,"insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1417,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1418,"insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1419,"anxiety and nervousness ,depression ,insomnia ,disturbance of memory ,temper problems ",dysthymic disorder
1420,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1421,"anxiety and nervousness ,depression ,excessive anger ,temper problems ",dysthymic disorder
1422,"insomnia ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1423,"anxiety and nervousness ,depression ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1424,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1425,"anxiety and nervousness ,insomnia ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1426,"depression ,disturbance of memory ",dysthymic disorder
1427,"depression ,insomnia ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1428,"anxiety and nervousness ,depressive or psychotic symptoms ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1429,"depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ",dysthymic disorder
1430,"insomnia ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1431,"depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1432,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ",dysthymic disorder
1433,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,temper problems ",dysthymic disorder
1434,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ",dysthymic disorder
1435,"insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1436,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,temper problems ",dysthymic disorder
1437,"anxiety and nervousness ,insomnia ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1438,"depressive or psychotic symptoms ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1439,"depression ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1440,"anxiety and nervousness ,excessive anger ,disturbance of memory ",dysthymic disorder
1441,"anxiety and nervousness ,insomnia ,excessive anger ",dysthymic disorder
1442,"depression ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1443,"insomnia ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1444,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1445,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1446,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1447,"insomnia ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1448,"insomnia ,excessive anger ,slurring words ",dysthymic disorder
1449,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive anger ,temper problems ",dysthymic disorder
1450,"anxiety and nervousness ,depression ,insomnia ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1451,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1452,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1453,"depression ,insomnia ,excessive anger ",dysthymic disorder
1454,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1455,"depression ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1456,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1457,"anxiety and nervousness ,loss of sex drive ",dysthymic disorder
1458,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1459,"depressive or psychotic symptoms ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1460,"depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ",dysthymic disorder
1461,"anxiety and nervousness ,depressive or psychotic symptoms ,disturbance of memory ",dysthymic disorder
1462,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1463,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1464,"depressive or psychotic symptoms ,loss of sex drive ",dysthymic disorder
1465,"depression ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1466,"anxiety and nervousness ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1467,"depression ,insomnia ,excessive anger ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1468,"depression ,depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1469,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1470,"depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1471,"anxiety and nervousness ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1472,"depressive or psychotic symptoms ,insomnia ,excessive anger ,loss of sex drive ",dysthymic disorder
1473,"depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1474,"anxiety and nervousness ,slurring words ,temper problems ",dysthymic disorder
1475,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1476,"anxiety and nervousness ,insomnia ,slurring words ",dysthymic disorder
1477,"depression ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1478,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1479,"anxiety and nervousness ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1480,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,slurring words ,loss of sex drive ",dysthymic disorder
1481,"anxiety and nervousness ,depression ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1482,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1483,"excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1484,"depression ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1485,"depression ,depressive or psychotic symptoms ,temper problems ",dysthymic disorder
1486,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1487,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,loss of sex drive ",dysthymic disorder
1488,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ",dysthymic disorder
1489,"excessive anger ,slurring words ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1490,"anxiety and nervousness ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1491,"depression ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1492,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ,loss of sex drive ",dysthymic disorder
1493,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1494,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,temper problems ",dysthymic disorder
1495,"depressive or psychotic symptoms ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1496,"anxiety and nervousness ,insomnia ,excessive anger ,slurring words ",dysthymic disorder
1497,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive anger ,slurring words ,temper problems ",dysthymic disorder
1498,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1499,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,disturbance of memory ",dysthymic disorder
1500,"depression ,depressive or psychotic symptoms ,excessive anger ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1501,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,slurring words ,disturbance of memory ,temper problems ,loss of sex drive ",dysthymic disorder
1502,"depression ,depressive or psychotic symptoms ,excessive anger ,disturbance of memory ",dysthymic disorder
1503,"depressive or psychotic symptoms ,excessive anger ,slurring words ,loss of sex drive ",dysthymic disorder
1504,"depression ,insomnia ,excessive anger ,temper problems ,loss of sex drive ",dysthymic disorder
1505,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,disturbance of memory ,loss of sex drive ",dysthymic disorder
1506,"depressive or psychotic symptoms ,insomnia ,excessive anger ,delusions or hallucinations ",social phobia
1507,"anxiety and nervousness ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1508,"anxiety and nervousness ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1509,"anxiety and nervousness ,depression ,insomnia ,excessive anger ",social phobia
1510,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1511,"excessive appetite ,excessive anger ,fears and phobias ",social phobia
1512,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ",social phobia
1513,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1514,abusing alcohol ,social phobia
1515,"depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1516,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1517,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1518,"insomnia ,abusing alcohol ,excessive appetite ",social phobia
1519,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1520,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1521,"depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1522,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1523,"depression ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1524,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1525,"depression ,abusing alcohol ,excessive appetite ",social phobia
1526,"depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,fears and phobias ",social phobia
1527,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1528,"insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1529,"anxiety and nervousness ,depression ,excessive anger ",social phobia
1530,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1531,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1532,"depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1533,"insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1534,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1535,"anxiety and nervousness ,depression ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1536,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1537,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1538,"depression ,depressive or psychotic symptoms ,abusing alcohol ,delusions or hallucinations ",social phobia
1539,"excessive anger ,fears and phobias ",social phobia
1540,"depressive or psychotic symptoms ,excessive appetite ,fears and phobias ",social phobia
1541,"anxiety and nervousness ,depression ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1542,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1543,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1544,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1545,"depression ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1546,"anxiety and nervousness ,abusing alcohol ,excessive appetite ",social phobia
1547,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1548,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1549,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1550,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1551,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1552,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1553,"depression ,depressive or psychotic symptoms ,excessive anger ",social phobia
1554,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1555,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1556,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1557,"depressive or psychotic symptoms ,insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1558,"depression ,depressive or psychotic symptoms ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1559,"depressive or psychotic symptoms ,insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
1560,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1561,"depressive or psychotic symptoms ,insomnia ",social phobia
1562,"depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1563,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ",social phobia
1564,"depressive or psychotic symptoms ,abusing alcohol ,fears and phobias ",social phobia
1565,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1566,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
1567,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1568,"depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1569,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1570,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1571,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ",social phobia
1572,"anxiety and nervousness ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1573,"depression ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1574,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1575,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1576,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive anger ,delusions or hallucinations ",social phobia
1577,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1578,"depression ,abusing alcohol ,excessive anger ",social phobia
1579,"depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1580,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1581,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1582,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1583,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1584,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1585,"anxiety and nervousness ,depression ,abusing alcohol ,delusions or hallucinations ",social phobia
1586,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive anger ",social phobia
1587,"depression ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1588,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1589,"depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1590,"anxiety and nervousness ,depression ,excessive anger ",social phobia
1591,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1592,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1593,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1594,"depression ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1595,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ",social phobia
1596,"depression ,depressive or psychotic symptoms ,excessive appetite ,delusions or hallucinations ",social phobia
1597,"depression ,insomnia ,excessive appetite ",social phobia
1598,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1599,"abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1600,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ",social phobia
1601,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,fears and phobias ",social phobia
1602,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1603,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1604,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1605,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1606,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1607,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ",social phobia
1608,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1609,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ",social phobia
