,Symptom,Disease
14331,"skin swelling ,acne or pimples ,skin growth ,itching of skin ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14332,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,pelvic pain ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14333,"skin swelling ,acne or pimples ,skin growth ,skin irritation ,itchy scalp ",fungal infection of the hair
14334,"abnormal appearing skin ,acne or pimples ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14335,"abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14336,"acne or pimples ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14337,"skin swelling ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14338,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14339,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin rash ",fungal infection of the hair
14340,"abnormal appearing skin ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14341,"acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin rash ",fungal infection of the hair
14342,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14343,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,pelvic pain ",fungal infection of the hair
14344,"abnormal appearing skin ,skin growth ,pelvic pain ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14345,"skin swelling ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14346,"abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14347,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itchy scalp ",fungal infection of the hair
14348,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin irritation ",fungal infection of the hair
14349,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14350,"skin lesion ,skin growth ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14351,"skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14352,"skin lesion ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14353,"skin swelling ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14354,"skin swelling ,acne or pimples ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14355,"skin swelling ,irregular appearing scalp ,itching of skin ,skin rash ",fungal infection of the hair
14356,"acne or pimples ,itching of skin ,skin rash ",fungal infection of the hair
14357,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itchy scalp ",fungal infection of the hair
14358,"skin swelling ,abnormal appearing skin ,acne or pimples ",fungal infection of the hair
14359,"skin lesion ,acne or pimples ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14360,"acne or pimples ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14361,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,skin rash ",fungal infection of the hair
14362,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp ",fungal infection of the hair
14363,"abnormal appearing skin ,skin lesion ,acne or pimples ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14364,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14365,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14366,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14367,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin irritation ,itchy scalp ",fungal infection of the hair
14368,"skin swelling ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14369,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14370,"skin swelling ,skin lesion ,acne or pimples ,irregular appearing scalp ,itchy scalp ",fungal infection of the hair
14371,"skin swelling ,acne or pimples ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14372,"skin swelling ,abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14373,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14374,"acne or pimples ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14375,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14376,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14377,"skin swelling ,acne or pimples ,skin growth ,irregular appearing scalp ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14378,"skin swelling ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14379,"abnormal appearing skin ,skin lesion ,acne or pimples ,irregular appearing scalp ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14380,"abnormal appearing skin ,skin lesion ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14381,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14382,"skin swelling ,irregular appearing scalp ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14383,"skin swelling ,skin lesion ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14384,"skin lesion ,skin growth ",fungal infection of the hair
14385,"abnormal appearing skin ,skin lesion ,skin irritation ,skin rash ",fungal infection of the hair
14386,"skin lesion ,acne or pimples ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14387,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14388,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14389,"skin lesion ,skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14390,"irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14391,"skin swelling ,abnormal appearing skin ,skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14392,"abnormal appearing skin ,acne or pimples ,skin growth ,itching of skin ,skin rash ",fungal infection of the hair
14393,"skin swelling ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ",fungal infection of the hair
14394,"abnormal appearing skin ,skin lesion ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14395,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ",fungal infection of the hair
14396,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14397,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14398,"skin swelling ,skin lesion ,skin rash ",fungal infection of the hair
14399,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itchy scalp ,skin rash ",fungal infection of the hair
14400,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14401,"abnormal appearing skin ,skin lesion ,itchy scalp ,skin rash ",fungal infection of the hair
14402,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14403,"skin lesion ,acne or pimples ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14404,"skin swelling ,abnormal appearing skin ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14405,"skin lesion ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14406,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14407,"skin swelling ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14408,"acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14409,"skin swelling ,abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14410,"skin swelling ,skin lesion ,skin growth ,itchy scalp ",fungal infection of the hair
14411,"irregular appearing scalp ,itching of skin ",fungal infection of the hair
14412,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14413,"acne or pimples ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14414,"abnormal appearing skin ,skin lesion ,acne or pimples ,irregular appearing scalp ,itchy scalp ,skin rash ",fungal infection of the hair
14415,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14416,"skin swelling ,skin lesion ,skin growth ,pelvic pain ,itching of skin ",fungal infection of the hair
14417,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14418,"acne or pimples ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14419,"acne or pimples ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14420,"skin swelling ,abnormal appearing skin ,skin lesion ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14421,"abnormal appearing skin ,skin growth ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14422,"skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,itchy scalp ,skin rash ",fungal infection of the hair
14423,"skin swelling ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ",fungal infection of the hair
14424,"skin swelling ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,skin rash ",fungal infection of the hair
14425,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14426,"skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14427,"abnormal appearing skin ,skin lesion ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14428,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14429,"abnormal appearing skin ,skin lesion ,skin irritation ,itchy scalp ",fungal infection of the hair
14430,"skin swelling ,irregular appearing scalp ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14431,"skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14432,"skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp ,skin rash ",fungal infection of the hair
14433,"skin swelling ,irregular appearing scalp ,itchy scalp ",fungal infection of the hair
14434,"skin swelling ,skin lesion ,acne or pimples ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14435,"skin swelling ,abnormal appearing skin ,acne or pimples ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14436,"skin swelling ,acne or pimples ,pelvic pain ",fungal infection of the hair
14437,"acne or pimples ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14438,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,itching of skin ,skin irritation ",fungal infection of the hair
14439,"abnormal appearing skin ,acne or pimples ,skin irritation ",fungal infection of the hair
14440,"skin swelling ,skin lesion ,irregular appearing scalp ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14441,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itchy scalp ",fungal infection of the hair
14442,"irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14443,"skin swelling ,skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14444,"skin lesion ,pelvic pain ,skin rash ",fungal infection of the hair
14445,"skin swelling ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14446,"abnormal appearing skin ,skin lesion ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14447,"abnormal appearing skin ,skin lesion ,acne or pimples ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14448,"skin lesion ,acne or pimples ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14449,"skin swelling ,acne or pimples ,irregular appearing scalp ,pelvic pain ,skin irritation ,itchy scalp ",fungal infection of the hair
14450,"abnormal appearing skin ,acne or pimples ,skin growth ,pelvic pain ,itchy scalp ,skin rash ",fungal infection of the hair
14451,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14452,"abnormal appearing skin ,irregular appearing scalp ,pelvic pain ",fungal infection of the hair
14453,"abnormal appearing skin ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,itchy scalp ",fungal infection of the hair
14454,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itchy scalp ,skin rash ",fungal infection of the hair
14455,"abnormal appearing skin ,irregular appearing scalp ,pelvic pain ,skin irritation ",fungal infection of the hair
14456,"skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14457,"skin growth ,pelvic pain ,skin rash ",fungal infection of the hair
14458,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ",fungal infection of the hair
14459,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14460,"abnormal appearing skin ,skin growth ,itchy scalp ",fungal infection of the hair
14461,"skin growth ,pelvic pain ,itching of skin ,itchy scalp ,skin rash ",fungal infection of the hair
14462,"acne or pimples ,skin growth ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14463,"skin lesion ,acne or pimples ,skin growth ,itching of skin ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14464,"skin lesion ,skin growth ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14465,"skin swelling ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14466,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14467,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14468,"skin lesion ,acne or pimples ,skin growth ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14469,"itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14470,"abnormal appearing skin ,irregular appearing scalp ,pelvic pain ,skin irritation ,itchy scalp ",fungal infection of the hair
14471,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14472,"abnormal appearing skin ,acne or pimples ,skin growth ,skin irritation ",fungal infection of the hair
14473,"skin swelling ,skin lesion ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14474,"acne or pimples ,irregular appearing scalp ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14475,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14476,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14477,"skin swelling ,acne or pimples ,skin growth ,irregular appearing scalp ",fungal infection of the hair
14478,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14479,"skin swelling ,acne or pimples ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14480,"skin swelling ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14481,"abnormal appearing skin ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14482,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14483,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14484,"skin swelling ,abnormal appearing skin ,skin growth ",fungal infection of the hair
14485,"skin swelling ,acne or pimples ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14486,"skin swelling ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14487,"skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14488,"skin swelling ,abnormal appearing skin ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14489,"skin swelling ,skin lesion ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14490,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp ",fungal infection of the hair
14491,"abnormal appearing skin ,acne or pimples ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14492,"skin swelling ,skin lesion ,acne or pimples ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14493,"skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14494,"acne or pimples ,irregular appearing scalp ,itching of skin ,skin irritation ",fungal infection of the hair
14495,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14496,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14497,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14498,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ",fungal infection of the hair
14499,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14500,"acne or pimples ,skin growth ,irregular appearing scalp ,skin rash ",fungal infection of the hair
14501,"abnormal appearing skin ,acne or pimples ,irregular appearing scalp ,itching of skin ",fungal infection of the hair
14502,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14503,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ",fungal infection of the hair
14504,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14505,"abnormal appearing skin ,skin growth ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14506,"skin lesion ,acne or pimples ,skin growth ,skin irritation ,skin rash ",fungal infection of the hair
14507,"abnormal appearing skin ,acne or pimples ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14508,"skin swelling ,irregular appearing scalp ,skin irritation ",fungal infection of the hair
14509,"skin swelling ,skin lesion ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14510,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14511,"skin lesion ,acne or pimples ,skin irritation ,itchy scalp ",fungal infection of the hair
14512,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin rash ",fungal infection of the hair
14513,"skin lesion ,skin growth ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14514,"skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14515,"skin swelling ,abnormal appearing skin ,skin lesion ,pelvic pain ,skin irritation ,skin rash ",fungal infection of the hair
14516,"skin lesion ,acne or pimples ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14517,"acne or pimples ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14518,"skin swelling ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14519,"acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14520,"skin swelling ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp ",fungal infection of the hair
14521,"abnormal appearing skin ,irregular appearing scalp ,skin rash ",fungal infection of the hair
14522,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin rash ",fungal infection of the hair
14523,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,pelvic pain ,itching of skin ,skin irritation ",fungal infection of the hair
14524,"abnormal appearing skin ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14525,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14526,"skin swelling ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14527,"skin lesion ,pelvic pain ,itchy scalp ",fungal infection of the hair
14528,"skin growth ,itchy scalp ,skin rash ",fungal infection of the hair
14529,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin irritation ,skin rash ",fungal infection of the hair
14530,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14531,"acne or pimples ,irregular appearing scalp ,pelvic pain ",fungal infection of the hair
14532,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash ",fungal infection of the hair
14533,"skin lesion ,acne or pimples ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14534,"abnormal appearing skin ,skin growth ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14535,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14536,"acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,skin irritation ",fungal infection of the hair
14537,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp ",fungal infection of the hair
14538,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14539,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itchy scalp ",fungal infection of the hair
14540,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14541,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14542,"irregular appearing scalp ,pelvic pain ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,skin rash ",fungal infection of the hair
14543,"abnormal appearing skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14544,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash ",fungal infection of the hair
14545,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ",fungal infection of the hair
14546,"skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
