,Symptom,Disease
6534,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,nosebleed ",nose disorder
6535,"nasal congestion ,ear pain ,sinus congestion ,painful sinuses ",nose disorder
6536,"nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6537,"nasal congestion ,headache ,facial pain ,ear pain ,sinus congestion ,nosebleed ",nose disorder
6538,"nasal congestion ,headache ,facial pain ,fever ,sinus congestion ,painful sinuses ",nose disorder
6539,"cough ,facial pain ,ear pain ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6540,"nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,nosebleed ",nose disorder
6541,"cough ,headache ,ear pain ,fever ,sinus congestion ,nosebleed ",nose disorder
6542,"facial pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6543,"facial pain ,ear pain ,fever ,difficulty breathing ,sinus congestion ",nose disorder
6544,"cough ,facial pain ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6545,"nasal congestion ,facial pain ,ear pain ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6546,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6547,"nasal congestion ,facial pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6548,"cough ,nasal congestion ,headache ,facial pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6549,"headache ,facial pain ,ear pain ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6550,"headache ,ear pain ,fever ,coryza ,sinus congestion ",nose disorder
6551,"sore throat ,cough ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6552,"cough ,headache ,facial pain ,ear pain ,fever ,sinus congestion ",nose disorder
6553,"facial pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6554,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,nosebleed ",nose disorder
6555,"cough ,ear pain ,sinus congestion ",nose disorder
6556,"sore throat ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ",nose disorder
6557,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,coryza ",nose disorder
6558,"sore throat ,nasal congestion ,facial pain ,painful sinuses ,nosebleed ",nose disorder
6559,"nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6560,"cough ,nasal congestion ,headache ,facial pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6561,"sore throat ,cough ,headache ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ",nose disorder
6562,"sore throat ,nasal congestion ,headache ,ear pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6563,"sore throat ,cough ,headache ,fever ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6564,"nasal congestion ,headache ,ear pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6565,"headache ,facial pain ,ear pain ",nose disorder
6566,"cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,coryza ",nose disorder
6567,"sore throat ,cough ,nasal congestion ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6568,"headache ,facial pain ,ear pain ,fever ,coryza ,painful sinuses ",nose disorder
6569,"sore throat ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6570,"cough ,nasal congestion ,headache ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6571,"nasal congestion ,headache ,facial pain ,ear pain ,sinus congestion ",nose disorder
6572,"cough ,nasal congestion ,headache ,facial pain ,fever ,coryza ",nose disorder
6573,"nasal congestion ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6574,"sore throat ,facial pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6575,"nasal congestion ,headache ,facial pain ,nosebleed ",nose disorder
6576,"sore throat ,cough ,headache ,facial pain ,ear pain ,sinus congestion ,nosebleed ",nose disorder
6577,"nasal congestion ,facial pain ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6578,"sore throat ,cough ,facial pain ,fever ,sinus congestion ",nose disorder
6579,"cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,painful sinuses ",nose disorder
6580,"sore throat ,cough ,nasal congestion ,facial pain ,fever ,painful sinuses ",nose disorder
6581,"cough ,nasal congestion ,facial pain ,painful sinuses ",nose disorder
6582,"sore throat ,cough ,nasal congestion ,facial pain ,coryza ,painful sinuses ,nosebleed ",nose disorder
6583,"sore throat ,cough ,nasal congestion ,coryza ,nosebleed ",nose disorder
6584,"sore throat ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6585,"facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6586,"sore throat ,nasal congestion ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6587,"sore throat ,cough ,headache ,facial pain ,ear pain ,coryza ,painful sinuses ",nose disorder
6588,"fever ,coryza ,nosebleed ",nose disorder
6589,"cough ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6590,"cough ,nasal congestion ,facial pain ,ear pain ,sinus congestion ,nosebleed ",nose disorder
6591,"sore throat ,nasal congestion ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6592,"sore throat ,cough ,facial pain ,ear pain ,sinus congestion ",nose disorder
6593,"cough ,ear pain ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6594,"cough ,nasal congestion ,headache ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6595,"cough ,facial pain ,ear pain ,nosebleed ",nose disorder
6596,"sore throat ,facial pain ,ear pain ,fever ,painful sinuses ,nosebleed ",nose disorder
6597,"sore throat ,nosebleed ",nose disorder
6598,"cough ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,nosebleed ",nose disorder
6599,"sore throat ,ear pain ,difficulty breathing ,sinus congestion ",nose disorder
6600,"facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6601,"cough ,headache ,facial pain ,nosebleed ",nose disorder
6602,"sore throat ,cough ,nasal congestion ,fever ,difficulty breathing ",nose disorder
6603,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6604,"cough ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6605,"facial pain ,fever ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6606,"cough ,nasal congestion ,facial pain ,ear pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6607,"sore throat ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,coryza ",nose disorder
6608,"cough ,nasal congestion ,ear pain ,coryza ,nosebleed ",nose disorder
6609,"sore throat ,cough ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6610,"sore throat ,cough ,headache ,facial pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6611,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6612,"cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6613,"cough ,ear pain ,coryza ,painful sinuses ",nose disorder
6614,"nasal congestion ,headache ,ear pain ",nose disorder
6615,"sore throat ,cough ,ear pain ,fever ,sinus congestion ",nose disorder
6616,"sore throat ,nasal congestion ,ear pain ,fever ,coryza ,sinus congestion ",nose disorder
6617,"headache ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6618,"cough ,nasal congestion ,facial pain ,fever ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6619,"sore throat ,cough ,facial pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6620,"nasal congestion ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6621,"cough ,nasal congestion ,facial pain ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6622,cough ,nose disorder
6623,"sore throat ,nasal congestion ,facial pain ,fever ,coryza ",nose disorder
6624,"cough ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6625,"sore throat ,cough ,headache ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6626,"sore throat ,headache ,ear pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6627,"difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6628,"headache ,coryza ",nose disorder
6629,"sore throat ,cough ,nasal congestion ,headache ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6630,"nasal congestion ,facial pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6631,"cough ,nasal congestion ,ear pain ,fever ,coryza ,nosebleed ",nose disorder
6632,"sore throat ,ear pain ,fever ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6633,"sore throat ,cough ,nasal congestion ,facial pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6634,"sore throat ,cough ,facial pain ,coryza ,painful sinuses ",nose disorder
6635,"sore throat ,nasal congestion ,fever ",nose disorder
6636,"cough ,nasal congestion ,headache ,facial pain ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6637,"nasal congestion ,headache ,facial pain ,ear pain ,fever ,coryza ,painful sinuses ",nose disorder
6638,"fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6639,"sore throat ,nasal congestion ,headache ,facial pain ,fever ,painful sinuses ",nose disorder
6640,"sore throat ,cough ,ear pain ,fever ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6641,"sore throat ,cough ,headache ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6642,"sore throat ,nasal congestion ,facial pain ,ear pain ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6643,"nasal congestion ,difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6644,"sore throat ,cough ,nasal congestion ,coryza ",nose disorder
6645,"sore throat ,nasal congestion ,coryza ,nosebleed ",nose disorder
6646,"sore throat ,facial pain ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6647,"sore throat ,cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6648,"sore throat ,nasal congestion ,headache ,ear pain ,sinus congestion ,nosebleed ",nose disorder
6649,"sore throat ,cough ,headache ,fever ,coryza ,sinus congestion ,nosebleed ",nose disorder
6650,"sore throat ,nasal congestion ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6651,"cough ,nasal congestion ,headache ,facial pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6652,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6653,"cough ,nasal congestion ,headache ,facial pain ,fever ,painful sinuses ",nose disorder
6654,"ear pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6655,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6656,"sore throat ,nasal congestion ,headache ,facial pain ,ear pain ,fever ,painful sinuses ",nose disorder
6657,"cough ,facial pain ,ear pain ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6658,"sore throat ,fever ,painful sinuses ",nose disorder
6659,"sore throat ,headache ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6660,"sore throat ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,painful sinuses ",nose disorder
6661,"sore throat ,cough ,facial pain ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6662,"sore throat ,cough ,nasal congestion ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6663,"nasal congestion ,headache ,facial pain ,fever ,difficulty breathing ,coryza ",nose disorder
6664,"sore throat ,cough ,headache ,ear pain ,fever ,coryza ,nosebleed ",nose disorder
6665,"ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6666,"cough ,facial pain ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6667,"sore throat ,headache ,ear pain ,fever ,difficulty breathing ,coryza ",nose disorder
6668,"sore throat ,nasal congestion ,headache ,facial pain ,ear pain ,fever ,sinus congestion ,nosebleed ",nose disorder
6669,"sore throat ,headache ,facial pain ,fever ",nose disorder
6670,"sore throat ,cough ,nasal congestion ,facial pain ,ear pain ,painful sinuses ",nose disorder
6671,"cough ,nasal congestion ,headache ,coryza ,painful sinuses ",nose disorder
6672,"cough ,ear pain ,fever ,coryza ,sinus congestion ",nose disorder
6673,"sore throat ,cough ,nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6674,"sore throat ,cough ,headache ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6675,"sore throat ,facial pain ,fever ,painful sinuses ,nosebleed ",nose disorder
6676,"sore throat ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6677,"cough ,nasal congestion ,painful sinuses ,nosebleed ",nose disorder
6678,"cough ,facial pain ,ear pain ,difficulty breathing ,coryza ",nose disorder
6679,"sore throat ,cough ,facial pain ,ear pain ,coryza ,nosebleed ",nose disorder
6680,"cough ,coryza ,sinus congestion ,nosebleed ",nose disorder
6681,"sore throat ,cough ,facial pain ,ear pain ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6682,"sore throat ,nasal congestion ,ear pain ,fever ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6683,"sore throat ,coryza ,sinus congestion ",nose disorder
6684,"cough ,headache ,facial pain ,ear pain ,coryza ,painful sinuses ",nose disorder
6685,"nasal congestion ,fever ,coryza ,painful sinuses ",nose disorder
6686,"sore throat ,fever ,difficulty breathing ,sinus congestion ",nose disorder
6687,"cough ,headache ,coryza ,sinus congestion ,nosebleed ",nose disorder
6688,"sore throat ,headache ,ear pain ,fever ,coryza ,nosebleed ",nose disorder
6689,"headache ,facial pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6690,"headache ,facial pain ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6691,"cough ,nasal congestion ,headache ,facial pain ,coryza ",nose disorder
6692,"sore throat ,cough ,nasal congestion ,headache ,fever ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6693,"headache ,ear pain ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6694,"cough ,headache ,fever ,sinus congestion ",nose disorder
6695,"sore throat ,cough ,facial pain ,fever ,painful sinuses ",nose disorder
6696,"nasal congestion ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6697,"cough ,headache ,facial pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6698,"cough ,facial pain ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6699,"cough ,nasal congestion ,ear pain ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6700,"nasal congestion ,facial pain ,ear pain ,coryza ,sinus congestion ,nosebleed ",nose disorder
6701,"sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6702,"sore throat ,cough ,headache ,facial pain ,ear pain ,sinus congestion ,painful sinuses ",nose disorder
6703,"sore throat ,cough ,nasal congestion ,facial pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6704,"cough ,nasal congestion ,headache ,ear pain ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6705,"sore throat ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6706,"cough ,nasal congestion ,headache ,facial pain ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6707,"cough ,nasal congestion ,headache ,facial pain ,difficulty breathing ,painful sinuses ",nose disorder
6708,"cough ,headache ,ear pain ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6709,"headache ,facial pain ,ear pain ,fever ",nose disorder
6710,"cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6711,"sore throat ,ear pain ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6712,"headache ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6713,"cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6714,"facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6715,"cough ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,painful sinuses ",nose disorder
6716,"sore throat ,headache ,fever ,difficulty breathing ",nose disorder
6717,"sore throat ,cough ,headache ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6718,"sore throat ,cough ,nasal congestion ,fever ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6719,"sore throat ,headache ,facial pain ,ear pain ,sinus congestion ,painful sinuses ",nose disorder
6720,"sore throat ,nasal congestion ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6721,"nasal congestion ,headache ,ear pain ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6722,"sore throat ,cough ,difficulty breathing ,painful sinuses ",nose disorder
6723,"nasal congestion ,facial pain ,difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6724,"sore throat ,cough ,facial pain ,ear pain ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6725,"ear pain ,sinus congestion ,nosebleed ",nose disorder
6726,"nasal congestion ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6727,"sore throat ,cough ,nasal congestion ,facial pain ,fever ,sinus congestion ,nosebleed ",nose disorder
6728,"sore throat ,cough ,nasal congestion ,facial pain ,ear pain ,sinus congestion ,nosebleed ",nose disorder
6729,"sore throat ,headache ,coryza ,painful sinuses ",nose disorder
6730,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,fever ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6731,"sore throat ,nasal congestion ,ear pain ,difficulty breathing ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6732,"nasal congestion ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6733,"sore throat ,cough ,nasal congestion ,ear pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6734,"cough ,nasal congestion ,difficulty breathing ,coryza ",nose disorder
6735,"sore throat ,nasal congestion ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6736,"cough ,ear pain ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6737,"cough ,nasal congestion ,facial pain ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6738,"cough ,nasal congestion ,headache ,facial pain ,ear pain ,painful sinuses ,nosebleed ",nose disorder
6739,"cough ,nasal congestion ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6740,"sore throat ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6741,"sore throat ,cough ,headache ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6742,"cough ,headache ,coryza ,nosebleed ",nose disorder
6743,"sore throat ,cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6744,"sore throat ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6745,"headache ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6746,"sore throat ,cough ,nasal congestion ,headache ,fever ,nosebleed ",nose disorder
6747,"cough ,ear pain ,fever ,difficulty breathing ,painful sinuses ",nose disorder
6748,"cough ,headache ,fever ,coryza ",nose disorder
6749,"sore throat ,nasal congestion ,ear pain ,fever ,sinus congestion ",nose disorder
6750,"sore throat ,cough ,headache ,facial pain ,ear pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6751,"sore throat ,nasal congestion ,headache ,facial pain ,fever ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6752,"sore throat ,cough ,nasal congestion ,headache ,difficulty breathing ",nose disorder
6753,"facial pain ,ear pain ,difficulty breathing ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6754,"headache ,facial pain ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6755,"ear pain ,sinus congestion ,painful sinuses ",nose disorder
6756,"fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6757,"sore throat ,ear pain ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6758,"facial pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6759,"cough ,nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,sinus congestion ",nose disorder
6760,"sore throat ,cough ,headache ,ear pain ,difficulty breathing ,sinus congestion ",nose disorder
6761,"sore throat ,cough ,ear pain ,coryza ,sinus congestion ,nosebleed ",nose disorder
6762,"sore throat ,headache ,facial pain ,ear pain ,coryza ,painful sinuses ,nosebleed ",nose disorder
6763,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6764,"sore throat ,facial pain ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6765,"sore throat ,nasal congestion ,facial pain ,ear pain ,fever ,coryza ,nosebleed ",nose disorder
6766,"sore throat ,cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6767,"sore throat ,cough ,nasal congestion ,facial pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6768,"sore throat ,fever ,difficulty breathing ,coryza ,sinus congestion ",nose disorder
6769,"cough ,headache ,facial pain ,ear pain ,fever ",nose disorder
6770,"cough ,facial pain ,ear pain ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6771,"nasal congestion ,headache ,ear pain ,painful sinuses ",nose disorder
6772,"sore throat ,headache ,facial pain ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6773,"sore throat ,nasal congestion ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6774,"sore throat ,cough ,headache ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6775,"cough ,nasal congestion ,headache ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6776,"sore throat ,cough ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6777,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,difficulty breathing ",nose disorder
6778,"cough ,nasal congestion ,facial pain ,ear pain ,coryza ,sinus congestion ,nosebleed ",nose disorder
6779,"cough ,facial pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6780,"sore throat ,ear pain ,fever ,sinus congestion ,painful sinuses ",nose disorder
6781,"sore throat ,headache ,facial pain ,fever ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6782,"sore throat ,cough ,nasal congestion ,ear pain ,fever ,coryza ,painful sinuses ,nosebleed ",nose disorder
6783,"cough ,headache ,facial pain ,ear pain ,difficulty breathing ,sinus congestion ",nose disorder
6784,"facial pain ,ear pain ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6785,"cough ,nasal congestion ,ear pain ,fever ,difficulty breathing ,nosebleed ",nose disorder
6786,"sore throat ,cough ,facial pain ,ear pain ,coryza ,painful sinuses ",nose disorder
6787,"sore throat ,nasal congestion ,facial pain ,fever ",nose disorder
6788,"nasal congestion ,headache ,sinus congestion ,nosebleed ",nose disorder
6789,"cough ,nasal congestion ,fever ,difficulty breathing ,sinus congestion ,nosebleed ",nose disorder
6790,"sore throat ,cough ,facial pain ,fever ,difficulty breathing ,coryza ,painful sinuses ,nosebleed ",nose disorder
6791,"headache ,facial pain ,fever ,coryza ,sinus congestion ,nosebleed ",nose disorder
6792,"sore throat ,cough ,fever ,painful sinuses ",nose disorder
6793,"sore throat ,cough ,nasal congestion ,headache ,coryza ,sinus congestion ,nosebleed ",nose disorder
6794,"cough ,headache ,facial pain ,ear pain ,coryza ,sinus congestion ,nosebleed ",nose disorder
6795,"cough ,ear pain ,fever ,difficulty breathing ,sinus congestion ,painful sinuses ",nose disorder
6796,"sore throat ,cough ,facial pain ,ear pain ,fever ,coryza ,painful sinuses ",nose disorder
6797,"sore throat ,nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,sinus congestion ,nosebleed ",nose disorder
6798,"sore throat ,cough ,headache ,ear pain ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6799,"sore throat ,nasal congestion ,headache ,ear pain ,fever ,nosebleed ",nose disorder
6800,"cough ,fever ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6801,"nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,painful sinuses ,nosebleed ",nose disorder
6802,"cough ,headache ,facial pain ,ear pain ,painful sinuses ,nosebleed ",nose disorder
6803,"cough ,headache ,coryza ",nose disorder
6804,"cough ,headache ,facial pain ,fever ,nosebleed ",nose disorder
6805,"nasal congestion ,facial pain ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6806,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,ear pain ,fever ,coryza ,painful sinuses ",nose disorder
6807,"nasal congestion ,facial pain ,difficulty breathing ,nosebleed ",nose disorder
6808,"sore throat ,cough ,headache ,ear pain ,coryza ,nosebleed ",nose disorder
6809,"sore throat ,headache ,facial pain ,fever ,difficulty breathing ",nose disorder
6810,"sore throat ,nasal congestion ,facial pain ,ear pain ,coryza ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6811,"nasal congestion ,ear pain ,difficulty breathing ,nosebleed ",nose disorder
6812,"sore throat ,cough ,nasal congestion ,headache ,fever ,difficulty breathing ,coryza ,nosebleed ",nose disorder
6813,"headache ,fever ,coryza ",nose disorder
6814,"sore throat ,cough ,nasal congestion ,headache ,facial pain ,coryza ",nose disorder
6815,"headache ,facial pain ,fever ,sinus congestion ,painful sinuses ",nose disorder
6816,"nasal congestion ,difficulty breathing ,sinus congestion ",nose disorder
6817,"nasal congestion ,facial pain ,ear pain ,fever ,difficulty breathing ,coryza ,painful sinuses ",nose disorder
6818,"sore throat ,sinus congestion ,painful sinuses ,nosebleed ",nose disorder
6819,"cough ,nasal congestion ,headache ,facial pain ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6820,"sore throat ,cough ,facial pain ,ear pain ,fever ,painful sinuses ",nose disorder
6821,"cough ,nasal congestion ,headache ,fever ,painful sinuses ,nosebleed ",nose disorder
6822,"nasal congestion ,ear pain ,coryza ,sinus congestion ,painful sinuses ",nose disorder
6823,"cough ,headache ,fever ,sinus congestion ,painful sinuses ",nose disorder
6824,"cough ,fever ,coryza ,sinus congestion ,nosebleed ",nose disorder
